idx,db_id,question,gold_sql,hardness,din_sql_pred,din_sql_correct,dail_sql_pred,dail_sql_correct
670,poker_player,Give average earnings of poker players who are taller than 200.,SELECT avg(T2.Earnings) FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Height  >  200,medium,SELECT INVALID,False,SELECT AVG(T1.Earnings) FROM poker_player AS T1 JOIN people AS T2 ON T1.People_ID = T2.People_ID WHERE T2.Height > 200,True
671,poker_player,What are the names of poker players in descending order of earnings?,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Earnings DESC,hard,SELECT INVALID,False,SELECT T2.Name FROM poker_player AS T1 JOIN people AS T2 ON T1.People_ID = T2.People_ID ORDER BY T1.Earnings DESC,True
672,poker_player,Return the names of poker players sorted by their earnings descending.,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Earnings DESC,hard,"SELECT T1.Name , T2.Earnings FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID = T2.People_ID ORDER BY T2.Earnings DESC",False,SELECT p.Name FROM people p JOIN poker_player pp ON p.People_ID = pp.People_ID ORDER BY pp.Earnings DESC,True
673,poker_player,What are different nationalities of people and the corresponding number of people from each nation?,"SELECT Nationality ,  COUNT(*) FROM people GROUP BY Nationality",medium,SELECT INVALID,False,"SELECT Nationality, COUNT(*) AS Number_of_People FROM people GROUP BY Nationality",True
674,poker_player,How many people are there of each nationality?,"SELECT Nationality ,  COUNT(*) FROM people GROUP BY Nationality",medium,"SELECT COUNT(people.People_ID), people.Nationality FROM people GROUP BY people.Nationality",False,"SELECT Nationality, COUNT(*) FROM people GROUP BY Nationality",True
675,poker_player,What is the most common nationality of people?,SELECT Nationality FROM people GROUP BY Nationality ORDER BY COUNT(*) DESC LIMIT 1,hard,SELECT Nationality FROM people GROUP BY Nationality ORDER BY count(*) DESC LIMIT 1,True,SELECT Nationality FROM people GROUP BY Nationality ORDER BY COUNT(*) DESC LIMIT 1,True
676,poker_player,Give the nationality that is most common across all people.,SELECT Nationality FROM people GROUP BY Nationality ORDER BY COUNT(*) DESC LIMIT 1,hard,SELECT INVALID,False,SELECT Nationality FROM people GROUP BY Nationality ORDER BY COUNT(*) DESC LIMIT 1,True
677,poker_player,What are the nationalities that are shared by at least two people?,SELECT Nationality FROM people GROUP BY Nationality HAVING COUNT(*)  >=  2,hard,SELECT Nationality FROM people GROUP BY Nationality HAVING COUNT(People_ID) >= 2,True,SELECT Nationality FROM people GROUP BY Nationality HAVING COUNT(*) >= 2,True
678,poker_player,Return the nationalities for which there are two or more people.,SELECT Nationality FROM people GROUP BY Nationality HAVING COUNT(*)  >=  2,hard,SELECT INVALID,False,SELECT Nationality FROM people GROUP BY Nationality HAVING COUNT(*) >= 2,True
679,poker_player,List the names and birth dates of people in ascending alphabetical order of name.,"SELECT Name ,  Birth_Date FROM people ORDER BY Name ASC",medium,"SELECT Name , Birth_Date FROM people ORDER BY Name",True,"SELECT Name, Birth_Date FROM people ORDER BY Name ASC",True
680,poker_player,"What are the names and birth dates of people, ordered by their names in alphabetical order?","SELECT Name ,  Birth_Date FROM people ORDER BY Name ASC",medium,"SELECT Name, Birth_Date FROM people ORDER BY Name ASC",True,"SELECT Name, Birth_Date FROM people ORDER BY Name ASC",True
681,poker_player,"Show names of people whose nationality is not ""Russia"".","SELECT Name FROM people WHERE Nationality != ""Russia""",easy,SELECT Name FROM people WHERE Nationality != 'Russia',True,"SELECT Name FROM people WHERE Nationality != ""Russia""",True
682,poker_player,What are the names of people who are not from Russia?,"SELECT Name FROM people WHERE Nationality != ""Russia""",easy,"select from the `people` table, filtering out those with Nationality = 'Russia'.",False,SELECT Name FROM people WHERE Nationality != 'Russia',True
683,poker_player,List the names of people that are not poker players.,SELECT Name FROM people WHERE People_ID NOT IN (SELECT People_ID FROM poker_player),hard,SELECT INVALID,False,SELECT Name FROM people WHERE People_ID NOT IN (SELECT People_ID FROM poker_player),True
684,poker_player,What are the names of people who do not play poker?,SELECT Name FROM people WHERE People_ID NOT IN (SELECT People_ID FROM poker_player),hard,SELECT INVALID,False,SELECT Name FROM people WHERE People_ID NOT IN ( SELECT People_ID FROM poker_player ),True
685,poker_player,How many distinct nationalities are there?,SELECT count(DISTINCT Nationality) FROM people,easy,SELECT INVALID,False,SELECT COUNT(DISTINCT Nationality) FROM people,True
686,poker_player,Count the number of different nationalities.,SELECT count(DISTINCT Nationality) FROM people,easy,SELECT INVALID,False,SELECT COUNT(DISTINCT Nationality) FROM people,True
687,voter_1,How many states are there?,SELECT count(*) FROM area_code_state,easy,SELECT COUNT(DISTINCT AREA_CODE_STATE.state) FROM AREA_CODE_STATE,False,SELECT COUNT(DISTINCT state) FROM AREA_CODE_STATE,False
688,voter_1,"List the contestant numbers and names, ordered by contestant name descending.","SELECT contestant_number ,  contestant_name FROM contestants ORDER BY contestant_name DESC",medium,"select contestant numbers and names from the CONTESTANTS table, ordered by contestant name in descending order. No joins or grouping are needed.",False,"SELECT contestant_number, contestant_name FROM CONTESTANTS ORDER BY contestant_name DESC",True
689,voter_1,"List the vote ids, phone numbers and states of all votes.","SELECT vote_id ,  phone_number ,  state FROM votes",easy,"select the specified columns from the VOTES table. No joins, grouping, or ordering are needed.",False,"SELECT vote_id, phone_number, state FROM VOTES",True
690,voter_1,What are the maximum and minimum values of area codes?,"SELECT max(area_code) ,  min(area_code) FROM area_code_state",easy,"select the maximum and minimum area codes from the AREA_CODE_STATE table. No joins, GROUP BY, or other clauses are needed.",False,"SELECT MAX(area_code), MIN(area_code) FROM AREA_CODE_STATE",True
691,voter_1,What is last date created of votes from the state 'CA'?,SELECT max(created) FROM votes WHERE state  =  'CA',easy,SELECT INVALID,False,SELECT MAX(created) FROM VOTES WHERE state = 'CA',True
692,voter_1,What are the names of the contestants whose names are not 'Jessie Alloway',SELECT contestant_name FROM contestants WHERE contestant_name != 'Jessie Alloway',easy,SELECT INVALID,False,SELECT contestant_name FROM CONTESTANTS WHERE contestant_name != 'Jessie Alloway',True
693,voter_1,What are the distinct states and create time of all votes?,"SELECT DISTINCT state ,  created FROM votes",easy,"SELECT DISTINCT VOTES.state, VOTES.created FROM VOTES",True,"SELECT DISTINCT state, created FROM VOTES",True
694,voter_1,What are the contestant numbers and names of the contestants who had at least two votes?,"SELECT T1.contestant_number , T1.contestant_name FROM contestants AS T1 JOIN votes AS T2 ON T1.contestant_number  =  T2.contestant_number GROUP BY T1.contestant_number HAVING count(*)  >=  2",extra,SELECT INVALID,False,"SELECT C.contestant_number, C.contestant_name FROM CONTESTANTS C JOIN VOTES V ON C.contestant_number = V.contestant_number GROUP BY C.contestant_number, C.contestant_name HAVING COUNT(*) >= 2",True
695,voter_1,"Of all the contestants who got voted, what is the contestant number and name of the contestant who got least votes?","SELECT T1.contestant_number , T1.contestant_name FROM contestants AS T1 JOIN votes AS T2 ON T1.contestant_number  =  T2.contestant_number GROUP BY T1.contestant_number ORDER BY count(*) ASC LIMIT 1",extra,SELECT INVALID,False,"SELECT T1.contestant_number, T1.contestant_name FROM CONTESTANTS AS T1 JOIN VOTES AS T2 ON T1.contestant_number = T2.contestant_number GROUP BY T1.contestant_number, T1.contestant_name ORDER BY COUNT(*) ASC LIMIT 1",True
696,voter_1,What are the number of votes from state 'NY' or 'CA'?,SELECT count(*) FROM votes WHERE state  =  'NY' OR state  =  'CA',easy,SELECT INVALID,False,SELECT COUNT(*) FROM VOTES WHERE state = 'NY' OR state = 'CA',True
697,voter_1,How many contestants did not get voted?,SELECT count(*) FROM contestants WHERE contestant_number NOT IN ( SELECT contestant_number FROM votes ),hard,SELECT INVALID,False,SELECT COUNT(*) FROM CONTESTANTS WHERE contestant_number NOT IN ( SELECT DISTINCT contestant_number FROM VOTES ),True
698,voter_1,What is the area code in which the most voters voted?,SELECT T1.area_code FROM area_code_state AS T1 JOIN votes AS T2 ON T1.state  =  T2.state GROUP BY T1.area_code ORDER BY count(*) DESC LIMIT 1,extra,SELECT INVALID,False,SELECT acs.area_code FROM VOTES v JOIN AREA_CODE_STATE acs ON v.state = acs.state GROUP BY acs.area_code ORDER BY COUNT(*) DESC LIMIT 1,True
699,voter_1,"What are the create dates, states, and phone numbers of the votes that were for the contestant named 'Tabatha Gehling'?","SELECT T2.created ,  T2.state ,  T2.phone_number FROM contestants AS T1 JOIN votes AS T2 ON T1.contestant_number  =  T2.contestant_number WHERE T1.contestant_name  =  'Tabatha Gehling'",medium,"SELECT v.created, v.state, v.phone_number FROM VOTES v JOIN CONTESTANTS c ON v.contestant_number = c.contestant_number WHERE c.contestant_name = 'Tabatha Gehling'",True,"SELECT V.created, V.state, V.phone_number FROM VOTES AS V JOIN CONTESTANTS AS C ON V.contestant_number = C.contestant_number WHERE C.contestant_name = 'Tabatha Gehling'",True
700,voter_1,List the area codes in which voters voted both for the contestant 'Tabatha Gehling' and the contestant 'Kelly Clauss'.,SELECT T3.area_code FROM contestants AS T1 JOIN votes AS T2 ON T1.contestant_number  =  T2.contestant_number JOIN area_code_state AS T3 ON T2.state  =  T3.state WHERE T1.contestant_name  =  'Tabatha Gehling' INTERSECT SELECT T3.area_code FROM contestants AS T1 JOIN votes AS T2 ON T1.contestant_number  =  T2.contestant_number JOIN area_code_state AS T3 ON T2.state  =  T3.state WHERE T1.contestant_name  =  'Kelly Clauss',hard,SELECT INVALID,False,SELECT T1.area_code FROM AREA_CODE_STATE AS T1 JOIN VOTES AS T2 ON T1.state = T2.state JOIN CONTESTANTS AS T3 ON T2.contestant_number = T3.contestant_number WHERE T3.contestant_name = 'Tabatha Gehling' INTERSECT SELECT T1.area_code FROM AREA_CODE_STATE AS T1 JOIN VOTES AS T2 ON T1.state = T2.state JOIN CONTESTANTS AS T3 ON T2.contestant_number = T3.contestant_number WHERE T3.contestant_name = 'Kelly Clauss',True
701,voter_1,Return the names of the contestants whose names contain the substring 'Al' .,"select contestant_name from contestants where contestant_name like ""%al%""",easy,SELECT INVALID,False,SELECT contestant_name FROM CONTESTANTS WHERE contestant_name LIKE '%Al%',True
702,world_1,What are the names of all the countries that became independent after 1950?,SELECT Name FROM country WHERE IndepYear  >  1950,easy,SELECT Name FROM country WHERE IndepYear > 1950,True,SELECT Name FROM country WHERE IndepYear > 1950,True
703,world_1,Give the names of the nations that were founded after 1950.,SELECT Name FROM country WHERE IndepYear  >  1950,easy,SELECT INVALID,False,SELECT Name FROM country WHERE IndepYear > 1950,True
704,world_1,How many countries have a republic as their form of government?,"SELECT count(*) FROM country WHERE GovernmentForm  =  ""Republic""",easy,SELECT count(*) FROM country WHERE GovernmentForm = 'Republic',True,SELECT COUNT(*) FROM country WHERE GovernmentForm LIKE '%Republic%',False
705,world_1,How many countries have governments that are republics?,"SELECT count(*) FROM country WHERE GovernmentForm  =  ""Republic""",easy,SELECT count(*) FROM country WHERE GovernmentForm LIKE '%Republic%',False,SELECT COUNT(*) FROM country WHERE GovernmentForm LIKE '%Republic%',False
706,world_1,What is the total surface area of the countries in the Caribbean region?,"SELECT sum(SurfaceArea) FROM country WHERE Region  =  ""Caribbean""",easy,SELECT sum(SurfaceArea) FROM country WHERE Region = 'Caribbean',True,SELECT SUM(SurfaceArea) FROM country WHERE Region = 'Caribbean',True
707,world_1,How much surface area do the countires in the Carribean cover together?,"SELECT sum(SurfaceArea) FROM country WHERE Region  =  ""Caribbean""",easy,SELECT SUM(SurfaceArea) FROM country WHERE Region = 'Caribbean',True,SELECT SUM(SurfaceArea) FROM country WHERE Region = 'Caribbean',True
708,world_1,Which continent is Anguilla in?,"SELECT Continent FROM country WHERE Name  =  ""Anguilla""",easy,SELECT country.Continent FROM country WHERE country.Name = 'Anguilla',True,SELECT Continent FROM country WHERE Name = 'Anguilla',True
709,world_1,What is the continent name which Anguilla belongs to?,"SELECT Continent FROM country WHERE Name  =  ""Anguilla""",easy,SELECT Continent FROM country WHERE Name = 'Anguilla',True,"SELECT T1.Continent FROM country AS T1 WHERE T1.Name = ""Anguilla""",True
710,world_1,Which region is the city Kabul located in?,"SELECT Region FROM country AS T1 JOIN city AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Name  =  ""Kabul""",medium,SELECT T2.Region FROM city AS T1 JOIN country AS T2 ON T1.CountryCode = T2.Code WHERE T1.Name = 'Kabul',True,SELECT T2.Region FROM city AS T1 JOIN country AS T2 ON T1.CountryCode = T2.Code WHERE T1.Name = 'Kabul',True
711,world_1,What region is Kabul in?,"SELECT Region FROM country AS T1 JOIN city AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Name  =  ""Kabul""",medium,SELECT region FROM country WHERE code = (SELECT countrycode FROM city WHERE name = 'Kabul'),True,SELECT Region FROM country WHERE Code = ( SELECT CountryCode FROM city WHERE Name = 'Kabul' ),True
712,world_1,Which language is the most popular in Aruba?,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Name  =  ""Aruba"" ORDER BY Percentage DESC LIMIT 1",hard,SELECT INVALID,False,SELECT Language FROM countrylanguage WHERE CountryCode = ( SELECT Code FROM country WHERE Name = 'Aruba' ) ORDER BY Percentage DESC LIMIT 1,True
713,world_1,What language is predominantly spoken in Aruba?,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Name  =  ""Aruba"" ORDER BY Percentage DESC LIMIT 1",hard,SELECT T1.Language FROM countrylanguage AS T1 JOIN country AS T2 ON T1.CountryCode = T2.Code WHERE T2.Name = 'Aruba' ORDER BY T1.Percentage DESC LIMIT 1,True,SELECT Language FROM countrylanguage WHERE CountryCode = ( SELECT Code FROM country WHERE Name = 'Aruba' ) ORDER BY Percentage DESC LIMIT 1,True
714,world_1,What are the population and life expectancies in Brazil?,"SELECT Population ,  LifeExpectancy FROM country WHERE Name  =  ""Brazil""",easy,"SELECT Population, LifeExpectancy FROM country WHERE Name = 'Brazil'",True,"SELECT Population, LifeExpectancy FROM country WHERE Name = 'Brazil'",True
715,world_1,Give me Brazil’s population and life expectancies.,"SELECT Population ,  LifeExpectancy FROM country WHERE Name  =  ""Brazil""",easy,"SELECT Population , LifeExpectancy FROM country WHERE Name = 'Brazil'",True,"SELECT Population, LifeExpectancy FROM country WHERE Name = 'Brazil'",True
716,world_1,What are the region and population of Angola?,"SELECT Population ,  Region FROM country WHERE Name  =  ""Angola""",easy,"SELECT Region , Population FROM country WHERE Name = 'Angola'",False,"SELECT Region, Population FROM country WHERE Name = 'Angola'",False
717,world_1,What region does Angola belong to and what is its population?,"SELECT Population ,  Region FROM country WHERE Name  =  ""Angola""",easy,"SELECT Region, Population FROM country WHERE Name = 'Angola'",False,"SELECT Region, Population FROM country WHERE Name = 'Angola'",False
718,world_1,What is the average expected life expectancy for countries in the region of Central Africa?,"SELECT avg(LifeExpectancy) FROM country WHERE Region  =  ""Central Africa""",easy,SELECT INVALID,False,SELECT AVG(LifeExpectancy) FROM country WHERE Region = 'Central Africa',True
719,world_1,How long is the people’s average life expectancy in Central Africa?,"SELECT avg(LifeExpectancy) FROM country WHERE Region  =  ""Central Africa""",easy,SELECT avg(LifeExpectancy) FROM country WHERE Region = 'Central Africa',True,SELECT AVG(LifeExpectancy) FROM country WHERE Region = 'Central Africa',True
720,world_1,What is the name of country that has the shortest life expectancy in Asia?,"SELECT Name FROM country WHERE Continent  =  ""Asia"" ORDER BY LifeExpectancy LIMIT 1",medium,SELECT Name FROM country WHERE Continent = 'Asia' ORDER BY LifeExpectancy ASC LIMIT 1,True,SELECT Name FROM country WHERE Continent = 'Asia' ORDER BY LifeExpectancy ASC LIMIT 1,True
